YP_006867372	408491003	NC_018721	Psychroflexus torquis ATCC 700755| Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Psychroflexus.	P700755_001781	complement(1899271..1900521)	"esterase_lipase superfamily protein"
YP_001517267	158336093	NC_009925	Acaryochloris marina MBIC11017| Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Acaryochloris.	AM1_2955	2984387..2985541	"hypothetical protein"
YP_001739167	170288929	NC_010483	Thermotoga sp. RQ2| Bacteria; Thermotogae; Thermotogales; Thermotogaceae; Thermotoga.	TRQ2_1139	complement(1181322..1182395)	"TPR repeat-containing protein"
YP_008903915	608995823	NC_023035	Spirochaeta sp. L21-RPul-D2| Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Spirochaeta.	L21SP2_2866	complement(3086909..3087589)	"hypothetical protein"
YP_004200857	322421634	NC_014973	Geobacter sp. M18| Bacteria; Proteobacteria; Deltaproteobacteria; Desulfuromonadales; Geobacteraceae; Geobacter.	GM18_4166	4892640..4894463	"family 2 glycosyl transferase"
YP_008753360	556585792	NC_022664	Spiribacter sp. UAH-SP71| Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Ectothiorhodospiraceae; Spiribacter.	SPICUR_00305	69395..69706	"hypothetical protein"
NP_797185	28897580	NC_004603	Vibrio parahaemolyticus RIMD 2210633| Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio.	VP0806	complement(839599..840453)	"hypothetical protein"
YP_006272473	386859767	NC_017808	Borrelia crocidurae str. Achema| Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Borrelia.	Q7M_542	complement(553694..554341)	"TPR domain-containing protein"
YP_003988341	312110025	NC_014650	Geobacillus sp. Y4.1MC1| Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus.	GY4MC1_0916	921303..922298	"hypothetical protein"
YP_004845123	347537698	NC_016001	Flavobacterium branchiophilum FL-15| Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium.	FBFL15_2938	complement(3402921..3403664)	"BatE protein"
YP_001817475	182412409	NC_010571	Opitutus terrae PB90-1| Bacteria; Verrucomicrobia; Opitutae; Opitutales; Opitutaceae; Opitutus.	Oter_0585	702446..703213	"hypothetical protein"
YP_001867772	186684576	NC_010628	Nostoc punctiforme PCC 73102| Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Nostoc.	Npun_F4462	5550493..5550975	"hypothetical protein"
YP_003888049	307152665	NC_014501	Cyanothece sp. PCC 7822| Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Cyanothece.	Cyan7822_2813	3124400..3125323	"tetratricopeptide domain-containing protein"
YP_007527499	476409673	NC_020505	uncultured Sulfuricurvum sp. RIFRC-1| Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Sulfuricurvum; environmental samples.	B649_02450	474232..474816	"hypothetical protein"
YP_693582	110834723	NC_008260	Alcanivorax borkumensis SK2| Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Alcanivoracaceae; Alcanivorax.	ABO_1862	complement(2137985..2138770)	"type IV pili biogenesis protein PilF"
YP_003822698	302386876	NC_014376	NA LOCUS       NC_014376            4662871 bp    DNA     circular CON 27-JUN-2013 DEFINITION  Clostridium saccharolyticum WM1 chromosome, complete genome. ACCESSION   NC_014376 VERSION     NC_014376.1  GI:302384444 DBLINK      Project: 51419 KEYWORDS    RefSeq. SOURCE      [Clostridium] saccharolyticum WM1 ORGANISM  [Clostridium] saccharolyticum WM1 Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae.	Closa_2506	complement(2710198..2710977)	"hypothetical protein"
YP_007116750	428318868	NC_019729	Oscillatoria nigro-viridis PCC 7112| Bacteria; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales; Oscillatoria.	Osc7112_3998	4724075..4725325	"sulfotransferase"
YP_008582382	545631810			
YP_002422178	218531362	NC_011757	Methylobacterium extorquens CM4| Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylobacteriaceae; Methylobacterium.	Mchl_3430	complement(3617624..3619525)	"hypothetical protein"
YP_007077136	427730899	NC_019684	Nostoc sp. PCC 7524| Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Nostoc.	Nos7524_3759	complement(4566937..4568205)	"hypothetical protein"
YP_685262	147920931	NC_009464	Methanocella arvoryzae MRE50| Archaea; Euryarchaeota; Methanomicrobia; Methanocellales; Methanocellaceae; Methanocella.	RCIX510	complement(2282224..2283798)	"hypothetical protein"
YP_007233389	431806488	NC_019907	Liberibacter crescens BT-1| Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Candidatus Liberibacter.	B488_11420	1239316..1240113	"Flp pilus assembly protein TadD, contains TPR repeat"
NP_903731	34499516	NC_005085	Chromobacterium violaceum ATCC 12472| Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Chromobacteriaceae; Chromobacterium.	CV_4061	complement(4390791..4392539)	"hypothetical protein"
YP_004987959	375010971	NC_016599	Owenweeksia hongkongensis DSM 17368| Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Cryomorphaceae; Owenweeksia.	Oweho_0292	complement(310143..311921)	"putative integral membrane protein"
YP_001231515	148264809	NC_009483	Geobacter uraniireducens Rf4| Bacteria; Proteobacteria; Deltaproteobacteria; Desulfuromonadales; Geobacteraceae; Geobacter.	Gura_2768	complement(3218086..3218649)	"TPR repeat-containing protein"
YP_003525797	292490358	NC_013960	Nitrosococcus halophilus Nc 4| Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Chromatiaceae; Nitrosococcus.	Nhal_0206	complement(214382..215257)	"hypothetical protein"
YP_006433554	392396953	NC_018018	Flexibacter litoralis DSM 6794| Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Flexibacter.	Fleli_1329	1554960..1555634	"hypothetical protein"
YP_001870020	186686827			
YP_292149	72382794	NC_007335	Prochlorococcus marinus str. NATL2A| Bacteria; Cyanobacteria; Prochlorales; Prochlorococcaceae; Prochlorococcus.	PMN2A_0955	complement(1450020..1451933)	"TPR repeat-containing protein"
YP_006263563	386845550	NC_017803	Actinoplanes sp. SE50/110| Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Micromonosporineae; Micromonosporaceae; Actinoplanes.	ACPL_598	558437..559150	"Transmembrane and TPR repeat-containing protein 4"
YP_005052083	374300444	NC_016629	Desulfovibrio africanus str. Walvis Bay| Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio.	Desaf_2095	complement(2334387..2336084)	"hypothetical protein"
YP_002996973	251782670	NC_012891	Streptococcus dysgalactiae subsp. equisimilis GGS_124| Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus.	SDEG_1264	complement(1215389..1216654)	"hypothetical protein"
YP_768745	116252907	NC_008380	Rhizobium leguminosarum bv. viciae 3841| Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Rhizobium.	RL3165	3318019..3321735	"hypothetical protein"
YP_001350202	152984812	NC_009656	Pseudomonas aeruginosa PA7| Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas.	PSPA7_4866	complement(5017680..5018441)	"putative lipoprotein"
YP_005480773	384042029	NC_017108	Acetobacter pasteurianus IFO 3283-12| Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Acetobacter.	APA12_10120	complement(1060568..1062172)	"O-linked N-acetylglucosamine transferase"
YP_004580557	336173419	NC_015638	Lacinutrix sp. 5H-3-7-4| Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Lacinutrix.	Lacal_2286	complement(2552379..2554340)	"hypothetical protein"
YP_006875172	408675424	NC_018748	Emticicia oligotrophica DSM 17448| Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Emticicia.	Emtol_4020	4432372..4433601	"Tetratricopeptide TPR_2 repeat-containing protein"
YP_001963159	189911604	NC_010842	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Ames)'| Bacteria; Spirochaetes; Spirochaetales; Leptospiraceae; Leptospira.	LBF_2084	complement(2235959..2238061)	"hypothetical protein"
YP_003285415	262393561	NC_013456	Vibrio sp. Ex25| Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio.	VEA_002788	complement(1319060..1320511)	"zinc metalloprotease"
NP_774187	27382658	NC_004463	Bradyrhizobium diazoefficiens USDA 110| Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Bradyrhizobium.	bll7547	complement(8282922..8283578)	"hypothetical protein"
YP_006398114	398352650	NC_018000	Sinorhizobium fredii USDA 257| Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Sinorhizobium/Ensifer group; Sinorhizobium.	USDA257_c27860	2925891..2927765	"adenylate cyclase"
YP_292285	72382930	NC_007335	Prochlorococcus marinus str. NATL2A| Bacteria; Cyanobacteria; Prochlorales; Prochlorococcaceae; Prochlorococcus.	PMN2A_1092	1588059..1589897	"TPR repeat-containing protein"
YP_825038	116622882	NC_008536	Candidatus Solibacter usitatus Ellin6076| Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; Candidatus Solibacter.	Acid_3783	complement(4803299..4804747)	"hypothetical protein"
YP_286187	71908600	NC_007298	Dechloromonas aromatica RCB| Bacteria; Proteobacteria; Betaproteobacteria; Rhodocyclales; Rhodocyclaceae; Dechloromonas.	Daro_2987	complement(3225279..3226079)	"hypothetical protein"
YP_003846874	302878310	NC_014394	Gallionella capsiferriformans ES-2| Bacteria; Proteobacteria; Betaproteobacteria; Gallionellales; Gallionellaceae; Gallionella.	Galf_1080	1136103..1138994	"hypothetical protein"
YP_007935863	488657481	NC_021179	Treponema pallidum str. Fribourg-Blanc| Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Treponema.	TPFB_0067	72660..73832	"TPR domain protein"
YP_003776444	300312352	NC_014323	Herbaspirillum seropedicae SmR1| Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Herbaspirillum.	Hsero_3048	complement(3504278..3505990)	"TPR repeat containing protein"
YP_993315	121599965	NC_008785	Burkholderia mallei SAVP1| Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group.	BMASAVP1_A1999	1974979..1976193	"hypothetical protein"
YP_006537660	397699872	NC_018221	Enterococcus faecalis D32| Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus.	EFD32_1295	1355561..1356817	"tetratricopeptide repeat family protein"
YP_004472996	333899123	NC_015556	Pseudomonas fulva 12-X| Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas.	Psefu_0924	complement(1003202..1004995)	"hypothetical protein"
YP_001064871	126452823	NC_009076	Burkholderia pseudomallei 1106a| Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group.	BURPS1106A_0589	complement(556984..558804)	"hypothetical protein"
YP_004518779	333980834	NC_015573	Desulfotomaculum kuznetsovii DSM 6115| Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae; Desulfotomaculum.	Desku_3498	complement(3526940..3527518)	"hypothetical protein"
YP_002250584	206900785	NC_011297	Dictyoglomus thermophilum H-6-12| Bacteria; Dictyoglomi; Dictyoglomales; Dictyoglomaceae; Dictyoglomus.	DICTH_0714	722827..723429	"tetratricopeptide repeat domain protein"
YP_008153998	521466666	NC_021658	Sorangium cellulosum So0157-2| Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Sorangiineae; Polyangiaceae; Sorangium.	SCE1572_38155	10775168..10777924	"hypothetical protein"
YP_008728605	556559070	NC_022653	Bacillus amyloliquefaciens CC178| Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	U471_33290	complement(3315061..3316515)	"hypothetical protein"
NP_296439	15834680			
YP_528288	90022461	NC_007912	Saccharophagus degradans 2-40| Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Saccharophagus.	Sde_2819	3556071..3557486	"Tetratricopeptide TPR_2"
YP_823383	116621227	NC_008536	Candidatus Solibacter usitatus Ellin6076| Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; Candidatus Solibacter.	Acid_2108	complement(2693898..2694995)	"hypothetical protein"
YP_005919330	386001031	NC_017527	Methanosaeta harundinacea 6Ac| Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosaetaceae; Methanosaeta.	Mhar_0320	334886..335422	"TPR-repeat protein"
YP_001049194	126173045	NC_009052	Shewanella baltica OS155| Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella.	Sbal_0800	905058..906251	"hypothetical protein"
YP_001237104	148252519	NC_009485	Bradyrhizobium sp. BTAi1| Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Bradyrhizobium.	BBta_0942	976187..976903	"hypothetical protein"
YP_003545192	294011732	NC_014006	Sphingobium japonicum UT26S| Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingobium.	SJA_C1-17460	complement(1757728..1758363)	"cytochrome c biogenesis factor"
YP_008363665	528827709	NC_021905	Rhizobium etli bv. mimosae str. Mim1| Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Rhizobium.	REMIM1_CH00888	complement(919408..921240)	"tetratricopeptide repeat-containing protein"
YP_004754228	340788763	NC_015856	Collimonas fungivorans Ter331| Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Collimonas.	CFU_3581	4178267..4180459	"TPR repeat protein"
YP_008296103	525918147	NC_021837	Listeria monocytogenes| Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.	M639_07565	1478450..1479703	"hypothetical protein"
YP_003874322	307718790	NC_014484	Spirochaeta thermophila DSM 6192| Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Spirochaeta.	STHERM_c11040	complement(1195683..1196777)	"hypothetical protein"
NP_312071	15833298	NC_002695	Escherichia coli O157:H7 str. Sakai| Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Escherichia.	ECs4044	complement(4050537..4051421)	"Nlp family transcriptional regulator"
YP_001929112	188994860	NC_010729	Porphyromonas gingivalis ATCC 33277| Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Porphyromonas.	PGN_0996	complement(1107351..1108532)	"TPR domain protein"
YP_003784795	300869924	NC_014330	Brachyspira pilosicoli 95/1000| Bacteria; Spirochaetes; Spirochaetales; Brachyspiraceae; Brachyspira.	BP951000_0287	complement(317540..318844)	"hypothetical protein"
YP_001667140	167031909	NC_010322	Pseudomonas putida GB-1| Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas.	PputGB1_0894	1023999..1024760	"type IV pilus biogenesis/stability protein PilW"
YP_157701	56476112	NC_006513	Aromatoleum aromaticum EbN1| Bacteria; Proteobacteria; Betaproteobacteria; Rhodocyclales; Rhodocyclaceae; Aromatoleum.	ebA1266	complement(748521..749318)	"type IV fimbrial biogenesis protein"
YP_001601755	162147294	NC_010125	Gluconacetobacter diazotrophicus PA1 5| Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Gluconacetobacter.	GDI_1499	1507754..1508452	"hypothetical protein"
YP_002992204	242280075	NC_012881	Desulfovibrio salexigens DSM 2638| Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio.	Desal_2610	complement(2859480..2861207)	"hypothetical protein"
YP_007362493	442322472	NC_020126	Myxococcus stipitatus DSM 14675| Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Cystobacterineae; Myxococcaceae; Myxococcus.	MYSTI_05532	complement(7150271..7151602)	"hypothetical protein"
YP_428647	83594895	NC_007643	Rhodospirillum rubrum ATCC 11170| Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Rhodospirillum.	Rru_A3566	complement(4109800..4111101)	"HemY-like"
YP_004287725	325978009	NC_015215	Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069| Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus.	SGGBAA2069_c08090	853649..854866	"hypothetical protein"
YP_001940733	189220093	NC_010794	Methylacidiphilum infernorum V4| Bacteria; Verrucomicrobia; unclassified Verrucomicrobia; Methylacidiphilales; Methylacidiphilaceae; Methylacidiphilum.	Minf_2082	complement(1937403..1937948)	"TPR repeats containing protein"
YP_001771311	170742656	NC_010511	Methylobacterium sp. 4-46| Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylobacteriaceae; Methylobacterium.	M446_4536	4993053..4994639	"HemY domain-containing protein"
YP_007164756	428772968	NC_019778	Cyanobacterium stanieri PCC 7202| Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Cyanobacterium.	Cyast_1140	1260628..1261821	"family 2 glycosyl transferase"
NP_617154	20091079	NC_003552	Methanosarcina acetivorans C2A| Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina.	MA2239	complement(2751866..2753893)	"hypothetical protein"
YP_001898365	187927878	NC_010682	Ralstonia pickettii 12J| Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia.	Rpic_0782	827885..829159	"hypothetical protein"
YP_001525518	158424226	NC_009937	Azorhizobium caulinodans ORS 571| Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Azorhizobium.	AZC_2602	2936068..2936868	"hypothetical protein"
YP_007325651	436841273	NC_020055	Desulfovibrio hydrothermalis AM13 = DSM 14728| Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio.	DESAM_21269	1606585..1608300	"Tetratricopeptide TPR_2 repeat protein"
YP_007469117	451948522	NC_020304	Desulfocapsa sulfexigens DSM 10523| Bacteria; Proteobacteria; Deltaproteobacteria; Desulfobacterales; Desulfobulbaceae; Desulfocapsa.	UWK_02934	complement(3262863..3263558)	"hypothetical protein"
YP_007124824	428313847	NC_019738	Microcoleus sp. PCC 7113| Bacteria; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales; Microcoleus.	Mic7113_5798	complement(6777195..6777941)	"hypothetical protein"
YP_007313027	435851441	NC_019977	Methanomethylovorans hollandica DSM 15978| Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanomethylovorans.	Metho_1272	complement(1262204..1264945)	"putative endonuclease related to Holliday junction resolvase"
YP_008843618	560150825	NC_022908	Brucella ceti TE28753-12| Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella.	V568_200448	415388..416182	"thioredoxin"
YP_191192	58039228	NC_006677	Gluconobacter oxydans 621H| Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Gluconobacter.	GOX0762	831401..832354	"thioredoxin"
YP_008148653	521461850	NC_021658	Sorangium cellulosum So0157-2| Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Sorangiineae; Polyangiaceae; Sorangium.	SCE1572_11040	3047698..3048924	"hypothetical protein"
